,relative_humidity_2m
21285,91.02835
21286,96.416824
21287,97.891174
21288,96.726845
21289,96.14476
21290,96.14052
21291,96.43267
21292,92.696976
21293,94.67949
21294,96.71108
21295,95.55846
21296,89.43606
21297,81.769264
21298,75.29203
21299,71.43935
21300,66.706215
21301,80.150665
21302,83.55485
21303,74.03747
21304,67.75114
21305,100.0
21306,95.280716
21307,96.14334
21308,97.30889
21309,100.0
21310,100.0
21311,100.0
21312,97.89436
21313,98.18736
21314,98.78607
21315,98.78607
21316,97.88567
21317,98.78607
21318,98.78648
21319,96.70371
21320,90.7544
21321,82.9517
21322,70.82411
21323,62.696224
21324,58.769287
21325,56.27183
21326,55.5317
21327,59.1883
21328,55.43397
21329,57.451748
21330,64.22665
21331,65.79991
21332,73.69413
21333,78.26498
21334,75.402016
21335,76.96487
21336,81.05668
21337,86.92341
21338,90.42664
21339,92.367966
21340,94.642296
21341,96.09456
21342,97.572365
21343,94.075836
21344,84.159904
21345,71.86353
21346,63.127033
21347,57.19434
21348,50.99238
21349,49.71401
21350,48.107487
21351,48.282413
21352,49.984028
21353,59.785934
21354,76.04385
21355,80.83759
21356,68.76856
21357,68.39342
21358,76.90999
21359,86.7683
21360,91.893845
21361,94.70091
21362,96.72197
21363,97.89746
21364,98.49196
21365,98.49026
21366,99.09004
21367,93.835304
21368,86.796
21369,78.91585
21370,71.857086
21371,66.40137
21372,60.31618
21373,60.176857
21374,57.618332
21375,58.606228
21376,67.68224
21377,69.11397
21378,74.21281
21379,78.42277
21380,79.32856
21381,81.48963
21382,85.490654
21383,89.42852
21384,90.24758
21385,92.44491
21386,94.69892
21387,93.8443
21388,90.223206
21389,90.21624
21390,88.85851
21391,87.788414
21392,82.6695
21393,75.84078
21394,70.878914
21395,66.8801
21396,61.691364
21397,56.84783
21398,56.01899
21399,83.874435
21400,85.88385
21401,85.57075
21402,90.04132
21403,93.30007
21404,94.712494
21405,95.84605
21406,97.30289
21407,97.89276
21408,97.89198
21409,98.19137
21410,96.13338
21411,93.55494
21412,92.97988
21413,92.68638
21414,93.51965
21415,90.72118
21416,86.43337
21417,78.28657
21418,74.94233
21419,70.49263
21420,68.0381
21421,64.17834
21422,62.617825
21423,60.82268
21424,59.48881
21425,93.85548
21426,95.86433
21427,96.43267
21428,97.014946
21429,97.30693
21430,93.812775
21431,97.007195
21432,97.305885
21433,98.19473
21434,98.79012
21435,99.39326
21436,99.0914
21437,97.003876
21438,98.488
21439,96.12337
21440,87.516365
21441,80.22913
21442,74.47683
21443,70.46501
21444,61.113667
21445,59.808823
21446,56.380306
21447,76.76017
21448,84.77085
21449,82.699005
21450,86.26494
21451,94.41179
21452,95.55028
21453,95.83377
21454,96.422104
21455,95.56986
21456,94.40363
21457,94.40569
21458,97.895096
21459,97.891174
21460,97.58864
21461,97.284805
21462,97.28274
21463,94.082344
21464,86.216995
21465,75.817215
21466,67.4943
21467,64.018684
21468,60.670555
21469,56.59632
21470,54.250233
21471,52.06521
21472,50.753273
21473,53.00201
21474,60.840084
21475,73.26459
21476,69.63278
21477,69.69689
21478,73.795166
21479,78.39105
21480,79.78821
21481,82.967316
21482,84.72985
21483,86.27546
21484,86.515114
21485,87.29849
21486,87.826225
21487,85.73638
21488,76.88108
21489,68.652245
21490,61.389595
21491,57.487457
21492,57.84332
21493,56.034184
21494,57.428707
21495,69.46106
21496,61.58003
21497,62.25141
21498,67.6132
21499,73.586235
21500,75.53775
21501,78.061226
21502,81.6516
21503,84.6442
21504,80.61058
21505,81.82814
21506,83.07805
21507,83.322365
21508,83.55636
21509,83.27644
21510,83.00822
21511,81.784836
21512,76.61311
21513,70.95039
21514,67.11033
21515,65.964584
21516,59.283573
21517,56.891045
21518,56.608353
21519,67.86958
21520,71.403496
21521,70.26836
21522,73.68745
21523,77.44252
21524,81.47087
21525,83.908424
21526,87.24928
21527,88.305336
21528,87.511955
21529,88.01887
21530,88.28053
21531,87.2134
21532,85.13316
21533,84.87237
21534,85.38448
21535,85.65681
21536,82.628044
21537,78.534256
21538,71.82792
21539,67.75152
21540,89.686195
21541,88.890045
21542,81.26678
21543,73.015656
21544,88.13229
21545,100.0
21546,100.0
21547,100.0
21548,100.0
21549,100.0
21550,100.0
21551,100.0
21552,100.0
21553,100.0
21554,100.0
21555,100.0
21556,97.88722
21557,98.48515
21558,97.88567
21559,97.29283
21560,94.10394
21561,89.11841
21562,82.16543
21563,78.56274
21564,77.8806
21565,72.09302
21566,73.63692
21567,100.0
21568,94.4342
21569,91.082794
21570,88.34248
21571,90.21624
21572,92.139145
21573,92.97224
21574,93.81728
21575,94.3852
21576,91.557785
21577,90.44721
21578,90.70782
21579,90.97007
21580,91.78779
21581,92.913185
21582,92.61966
21583,91.49349
21584,89.30744
21585,83.048996
21586,78.67626
21587,73.215675
21588,66.5365
21589,56.79919
21590,51.23332
21591,47.084877
21592,48.80703
21593,58.99027
21594,55.793907
21595,54.056248
21596,56.19423
21597,61.10623
21598,73.745186
21599,82.938
21600,81.40667
21601,86.86345
21602,85.505875
21603,88.41634
21604,90.322815
21605,91.718994
21606,92.85339
21607,89.79306
21608,81.02457
21609,73.40779
21610,67.32482
21611,63.649925
21612,57.416004
21613,53.847153
21614,51.985687
21615,50.9154
21616,51.38047
21617,52.749725
21618,69.34391
21619,80.12415
21620,82.01835
21621,75.43405
21622,76.51307
21623,82.544785
21624,84.88809
21625,97.901375
21626,100.0
21627,99.69646
21628,100.0
21629,100.0
21630,100.0
21631,100.0
21632,96.12478
21633,90.757675
21634,78.591156
21635,71.27749
21636,66.27965
21637,60.085667
21638,72.101814
21639,73.10136
21640,78.746544
21641,78.704315
21642,81.00047
21643,89.13002
21644,93.26596
21645,95.25466
21646,96.4142
21647,97.29889
21648,98.4925
21649,98.49421
21650,98.49364
21651,98.19473
21652,97.009415
21653,96.127655
21654,96.70982
21655,95.54373
21656,91.57905
21657,81.420654
21658,72.474815
21659,70.80581
21660,66.55472
21661,60.28207
21662,84.10038
21663,67.91862
21664,76.50098
21665,75.585396
21666,79.52998
21667,83.407974
21668,85.93443
21669,90.72781
21670,94.093155
21671,96.70371
21672,98.18662
21673,97.29187
21674,95.23369
21675,93.787895
21676,93.49359
21677,92.923485
21678,92.07634
21679,90.13897
21680,86.66132
21681,84.87237
21682,83.87513
21683,84.43369
21684,66.80345
21685,60.993378
21686,57.21815
21687,55.2259
21688,56.409744
21689,85.22564
21690,88.34655
21691,92.7049
21692,95.55028
21693,97.3039
21694,97.300865
21695,97.8896
21696,96.11908
21697,94.3852
21698,95.838394
21699,96.70863
21700,98.18736
21701,98.185974
21702,97.88722
21703,94.953674
21704,90.209274
21705,82.45898
21706,73.403534
21707,73.17062
21708,62.79451
21709,72.59688
21710,80.66387
21711,75.576614
21712,86.86489
21713,91.09873
21714,88.87822
21715,95.84144
21716,96.420815
21717,96.99828
21718,96.70004
21719,97.88488
21720,98.18798
21721,98.190025
21722,99.09004
21723,99.39025
21724,99.69424
21725,99.69515
21726,99.391624
21727,96.70498
21728,91.56686
21729,81.433205
21730,74.94233
21731,68.6744
21732,64.2691
21733,67.19029
21734,60.429626
21735,58.83286
21736,67.60328
21737,67.38658
21738,75.85651
21739,83.93606
21740,88.87037
21741,92.7049
21742,94.964745
21743,97.00053
21744,97.59223
21745,97.59223
21746,98.485725
21747,98.18192
21748,98.47947
21749,98.78151
21750,96.695175
21751,94.0845
21752,90.724464
21753,87.77553
21754,79.98402
21755,77.9025
21756,79.80721
21757,71.32258
21758,67.39652
21759,100.0
21760,93.30007
21761,91.63335
21762,90.79399
21763,90.488144
21764,92.13629
21765,94.39547
21766,96.12478
21767,97.00053
21768,97.89827
21769,98.4925
21770,97.59851
21771,98.190025
21772,99.08934
21773,98.78696
21774,98.78648
21775,96.11475
21776,88.048416
21777,77.41281
21778,73.60315
21779,69.40425
21780,66.55472
21781,61.21461
21782,60.33891
21783,60.015404
21784,66.431915
21785,67.69213
21786,72.83612
21787,79.83415
21788,85.49564
21789,86.490166
21790,89.93448
21791,92.97224
21792,97.895096
21793,97.29889
21794,97.88804
21795,98.78379
21796,98.48347
21797,98.78329
21798,99.08489
21799,96.40486
21800,86.74514
21801,76.53171
21802,72.35801
21803,70.71744
21804,66.2491
21805,60.463566
21806,59.240475
21807,56.51238
21808,63.623657
21809,80.34804
21810,85.064545
21811,87.603714
21812,89.18381
21813,91.063644
21814,92.72335
21815,94.98318
21816,92.15614
21817,93.55494
21818,94.97582
21819,95.54864
21820,93.82634
21821,92.97224
21822,91.83812
21823,93.8083
21824,97.29082
21825,89.9057
21826,80.268906
21827,73.64535
21828,65.29374
21829,62.96848
21830,59.774494
21831,85.58572
21832,82.11535
21833,78.313286
21834,83.37028
21835,88.19464
21836,87.37817
21837,88.416176
21838,91.89964
21839,92.73911
21840,97.02268
21841,96.447136
21842,96.7401
21843,92.726
21844,97.61365
21845,98.20082
21846,97.89827
21847,97.305885
21848,95.26513
21849,86.24582
21850,76.12749
21851,73.51367
21852,72.02296
21853,64.28425
21854,63.861343
21855,66.18934
21856,67.584564
21857,81.29832
21858,92.728615
21859,93.84207
21860,94.40569
21861,94.393394
21862,95.54864
21863,95.25293
21864,96.726845
21865,97.014946
21866,97.305885
21867,97.01606
21868,97.01606
21869,96.72197
21870,96.13479
21871,95.54864
21872,91.30633
21873,90.198746
21874,89.398476
21875,100.0
21876,83.68018
21877,75.17996
21878,66.994675
21879,62.93323
21880,62.34393
21881,65.710655
21882,70.71409
21883,83.63529
21884,88.57161
21885,92.39836
21886,93.51965
21887,95.81529
21888,96.40088
21889,96.40216
21890,96.69638
21891,96.10756
21892,96.10756
21893,96.39952
21894,96.398186
21895,92.94405
21896,88.28464
21897,86.20738
21898,80.22913
21899,69.43267
21900,66.6988
21901,64.76906
21902,76.82658
21903,63.6687
21904,63.25646
21905,68.720924
21906,84.71826
21907,89.66411
21908,91.58203
21909,92.97475
21910,93.81054
21911,95.527275
21912,91.81743
21913,91.81153
21914,92.08493
21915,92.923485
21916,94.060616
21917,94.34592
21918,96.38615
21919,92.35968
21920,85.62683
21921,80.39594
21922,76.251686
21923,77.14621
21924,61.725628
21925,63.38675
21926,62.09687
21927,61.770176
21928,61.535263
21929,64.38206
21930,74.15489
21931,74.820465
21932,80.40255
21933,83.85296
21934,85.404785
21935,88.01039
21936,90.15306
21937,91.24667
21938,93.48645
21939,93.19692
21940,91.22453
21941,90.1177
21942,89.844154
21943,88.771194
21944,86.66598
21945,78.70464
21946,76.38535
21947,71.652435
21948,66.19748
21949,61.133564
21950,58.313416
21951,55.26198
21952,54.289383
21953,55.55762
21954,67.316925
21955,69.12773
21956,70.292274
21957,72.6078
21958,80.30988
21959,86.64256
21960,88.49436
21961,90.94731
21962,92.908035
21963,94.3355
21964,95.49577
21965,96.67171
21966,94.33137
21967,89.55662
21968,85.05547
21969,75.16938
21970,70.822174
21971,66.99989
21972,63.8366
21973,58.81105
21974,57.09637
21975,54.810394
21976,54.82274
21977,56.9434
21978,75.11161
21979,66.85862
21980,65.96085
21981,72.89475
21982,81.06956
21983,85.33353
21984,87.163795
21985,88.49027
21986,89.02122
21987,89.28456
21988,90.09642
21989,90.914604
21990,91.75201
21991,89.00557
21992,83.03736
21993,75.65118
21994,70.25192
21995,66.238434
21996,63.42998
21997,58.70488
21998,56.99468
21999,56.64437
22000,62.514263
22001,73.015656
22002,76.073006
22003,79.01716
22004,82.85823
22005,86.447624
22006,92.41212
22007,94.10178
22008,95.251205
22009,96.4142
22010,95.25293
22011,93.81959
22012,92.96455
22013,91.56385
22014,90.72781
22015,89.09135
22016,82.86994
22017,78.33688
22018,69.385284
22019,69.163376
22020,71.241325
22021,70.42809
22022,65.67403
22023,67.71184
22024,69.71118
22025,71.75949
22026,75.95044
22027,75.80145
22028,82.92256
22029,87.80133
22030,90.21624
22031,91.861626
22032,93.25616
22033,96.12909
22034,98.49139
22035,98.79012
22036,97.004974
22037,95.54208
22038,95.83072
22039,93.53379
22040,88.05263
22041,78.58406
22042,74.29043
22043,68.08695
22044,66.77954
22045,61.049564
22046,61.35795
22047,57.98465
22048,56.130756
22049,65.34561
22050,73.0928
22051,77.47957
22052,79.0938
22053,80.75372
22054,84.45516
22055,88.87037
22056,88.8546
22057,91.57905
22058,93.82182
22059,93.53849
22060,91.57297
22061,90.19522
22062,89.64568
22063,88.56757
22064,86.20738
22065,78.82468
22066,75.70396
22067,64.18896
22068,65.400665
22069,72.05821
22070,61.657833
22071,66.625534
22072,65.51458
22073,69.03769
22074,74.07186
22075,82.940025
22076,85.98819
22077,87.555756
22078,89.945244
22079,92.41484
22080,93.53619
22081,94.10394
22082,92.409325
22083,91.29068
22084,89.64204
22085,88.559456
22086,88.559456
22087,87.23136
22088,83.624054
22089,78.09749
22090,71.22326
22091,70.995995
22092,73.20487
22093,67.66256
22094,65.71518
22095,60.259315
22096,91.87923
22097,90.79729
22098,90.81371
22099,91.02835
22100,100.0
22101,100.0
22102,95.81993
22103,96.98936
22104,97.29385
22105,97.29385
22106,96.698875
22107,97.28682
22108,98.17982
22109,98.17918
22110,98.17851
22111,95.517365
22112,87.450264
22113,78.22167
22114,72.16442
22115,65.45668
22116,63.593395
22117,59.487392
22118,56.783344
22119,56.77135
22120,58.39567
22121,64.49593
22122,70.13825
22123,71.684906
22124,75.90069
22125,80.36953
22126,82.84061
22127,84.32584
22128,85.581635
22129,88.20556
22130,90.09642
22131,90.63738
22132,90.62722
22133,90.35065
22134,87.89951
22135,86.05709
22136,82.26048
22137,74.03237
22138,69.39923
22139,68.172745
22140,64.211845
22141,62.130035
22142,56.037746
22143,100.0
22144,80.39398
22145,74.57526
22146,77.47216
22147,80.64324
22148,85.404785
22149,86.16882
22150,87.2044
22151,88.77917
22152,90.399124
22153,92.908035
22154,94.33347
22155,95.49242
22156,96.37405
22157,96.96682
22158,95.78259
22159,91.775925
22160,85.850746
22161,80.36291
22162,77.0709
22163,74.61523
22164,66.30988
22165,82.52439
22166,66.82987
22167,61.71359
22168,65.601776
22169,67.16035
22170,78.34405
22171,85.1795
22172,89.122314
22173,91.844
22174,92.95177
22175,95.23897
22176,94.37492
22177,91.82043
22178,89.88043
22179,88.79113
22180,88.79113
22181,88.787125
22182,89.330315
22183,88.531044
22184,85.14345
22185,76.9024
22186,73.35248
22187,68.22693
22188,62.77271
22189,100.0
22190,84.36521
22191,76.47506
22192,80.097595
22193,76.80385
22194,79.509476
22195,84.6442
22196,88.850624
22197,90.75105
22198,92.95688
22199,94.37693
22200,96.11475
22201,91.545555
22202,90.71115
22203,91.53946
22204,91.25613
22205,90.97657
22206,90.419754
22207,88.787125
22208,82.81122
22209,77.785416
22210,75.31421
22211,70.23126
22212,67.51415
22213,65.933815
22214,62.398922
22215,61.870125
22216,60.259315
22217,63.116215
22218,76.76587
22219,81.682686
22220,85.44526
22221,87.79703
22222,91.01863
22223,93.81054
22224,95.251205
22225,94.955475
22226,95.52562
22227,95.22665
22228,94.35215
22229,93.77425
22230,93.48169
22231,90.399124
22232,82.799446
22233,74.59058
22234,72.02223
22235,69.34732
22236,65.23135
22237,60.512928
22238,56.938805
22239,54.157303
22240,57.006588
22241,71.558624
22242,75.71971
22243,76.48561
22244,78.54137
22245,81.1526
22246,84.63357
22247,88.28464
22248,90.46089
22249,92.961975
22250,93.24631
22251,91.002495
22252,89.62354
22253,89.07194
22254,89.60869
22255,87.99768
22256,83.35668
22257,78.061226
22258,73.57777
22259,69.385284
22260,64.82161
22261,58.594566
22262,56.53006
22263,59.202656
22264,54.41779
22265,60.08805
22266,72.32295
22267,78.32973
22268,81.42693
22269,83.15903
22270,85.41495
22271,87.753975
22272,93.234024
22273,92.10211
22274,91.5364
22275,90.15306
22276,89.60128
22277,89.052475
22278,89.31128
22279,88.49844
22280,83.293686
22281,76.55162
22282,75.45002
22283,71.38798
22284,66.45319
22285,61.83683
22286,57.7369
22287,62.59754
22288,72.0045
22289,76.25944
22290,86.494896
22291,88.83876
22292,90.19176
22293,92.41484
22294,100.0
22295,100.0
22296,92.92867
22297,92.07634
22298,90.681076
22299,89.84779
22300,89.844154
22301,89.567825
22302,89.01341
22303,89.01341
22304,85.318184
22305,77.97383
22306,66.93943
22307,59.209305
22308,54.077927
22309,51.246166
22310,45.53192
22311,43.89128
22312,44.40928
22313,45.830566
22314,53.39181
22315,57.31972
22316,63.73323
22317,74.61549
22318,78.74922
22319,82.14476
22320,83.66229
22321,86.251305
22322,88.39155
22323,90.03212
22324,91.42849
22325,92.56018
22326,93.41926
22327,89.219185
22328,83.67922
22329,73.65952
22330,68.5353
22331,65.99183
22332,66.41408
22333,57.08221
22334,52.686874
22335,49.33574
22336,48.13572
22337,48.129112
22338,54.879948
22339,58.61416
22340,61.515522
22341,69.93297
22342,77.30753
22343,80.412895
22344,82.12639
22345,83.87811
22346,85.158394
22347,84.3645
22348,83.8501
22349,82.814026
22350,84.09024
22351,83.84446
22352,77.23968
22353,70.12361
22354,66.87427
22355,65.12197
22356,63.5883
22357,61.209305
22358,59.800495
22359,59.09271
22360,59.069355
22361,61.592762
22362,66.177025
22363,69.8001
22364,75.281364
22365,75.45947
22366,75.859474
22367,75.56684
22368,78.85991
22369,82.04643
22370,84.06809
22371,85.35263
22372,86.39068
22373,88.002106
22374,89.93083
22375,88.30832
22376,79.61717
22377,70.57272
22378,64.1762
22379,63.42251
22380,62.571682
22381,59.56725
22382,59.59041
22383,61.221783
22384,60.323944
22385,59.08361
22386,72.07531
22387,78.03213
22388,73.121056
22389,72.8513
22390,79.28189
22391,83.459724
22392,83.93951
22393,87.04088
22394,90.02132
22395,91.97776
22396,93.69373
22397,95.151855
22398,95.74004
22399,93.69604
22400,83.928345
22401,74.62377
22402,66.454956
22403,64.15845
22404,60.37446
22405,56.28242
22406,53.40056
22407,50.78683
22408,50.86869
22409,53.51737
22410,62.974796
22411,66.73258
22412,70.06488
22413,68.262856
22414,73.838554
22415,80.89526
22416,82.36433
22417,85.158394
22418,86.99492
22419,88.6098
22420,89.70456
22421,89.97806
22422,91.37534
22423,89.71569
22424,81.13461
22425,73.72746
22426,63.11503
22427,57.47536
22428,55.834656
22429,55.398403
22430,61.21053
22431,55.571815
22432,66.68868
22433,70.34483
22434,74.43567
22435,77.516884
22436,79.12758
22437,79.085625
22438,77.65261
22439,77.63039
22440,80.538445
22441,79.47276
22442,81.16029
22443,82.64526
22444,83.39674
22445,87.30753
22446,84.68724
22447,84.184006
22448,81.93905
22449,75.337776
22450,73.121056
22451,69.75361
22452,69.57597
22453,64.63192
22454,58.289875
22455,59.141815
22456,58.278107
22457,60.007805
22458,70.59814
22459,68.63277
22460,70.008446
22461,71.91534
22462,75.01518
22463,80.16972
22464,84.97195
22465,88.14254
22466,90.885
22467,93.721466
22468,95.46896
22469,97.25002
22470,97.85129
22471,95.46561
22472,85.81113
22473,74.46694
22474,72.29915
22475,67.13682
22476,62.399208
22477,57.905632
22478,53.927605
22479,51.9984
22480,52.598476
22481,53.475777
22482,72.5237
22483,78.64078
22484,79.509476
22485,77.741295
22486,80.8006
22487,75.27329
22488,87.45466
22489,91.49961
22490,94.0388
22491,94.040985
22492,93.75142
22493,94.61461
22494,95.19482
22495,92.88989
22496,89.28456
22497,83.06644
22498,77.785416
22499,66.91433
22500,70.279816
22501,64.15212
22502,61.356636
22503,56.572296
22504,59.383404
22505,65.77254
22506,79.96818
22507,85.085144
22508,80.24241
22509,77.42003
22510,81.772415
22511,87.19539
22512,94.67172
22513,94.95735
22514,96.116196
22515,96.698875
22516,94.656044
22517,95.517365
22518,93.783325
22519,92.08493
22520,87.45909
22521,79.17633
22522,71.99561
22523,67.07022
22524,65.39028
22525,59.946873
22526,56.33213
22527,60.98982
22528,93.00778
22529,88.92144
22530,88.39577
22531,89.95239
22532,90.74774
22533,91.25613
22534,96.11042
22535,96.991585
22536,100.0
22537,100.0
22538,100.0
22539,96.991585
22540,97.28682
22541,97.28682
22542,96.39952
22543,94.94438
22544,89.08746
22545,77.086
22546,72.83448
22547,69.271194
22548,63.474678
22549,55.904213
22550,53.143604
22551,52.058815
22552,51.637527
22553,52.32109
22554,64.28644
22555,59.579224
22556,65.49862
22557,71.36418
22558,77.15809
22559,81.20511
22560,82.12639
22561,86.50559
22562,90.31581
22563,92.28423
22564,90.6103
22565,88.40808
22566,87.86513
22567,87.33
22568,82.41871
22569,73.21906
22570,68.34147
22571,63.279255
22572,64.12634
22573,56.421886
22574,53.840275
22575,52.0816
22576,50.52495
22577,50.92529
22578,55.262333
22579,61.141396
22580,55.92175
22581,61.75791
22582,69.77177
22583,75.74803
22584,82.80215
22585,86.72363
22586,90.26677
22587,93.67744
22588,95.43684
22589,96.62913
22590,97.83749
22591,96.03303
22592,85.97853
22593,77.15054
22594,68.2859
22595,60.13689
22596,57.343857
22597,55.608536
22598,53.759834
22599,51.612003
22600,52.648746
22601,53.877747
22602,63.746803
22603,71.69387
22604,67.55378
22605,74.13653
22606,73.61693
22607,81.17312
22608,85.536285
22609,89.534134
22610,91.4688
22611,93.45059
22612,94.89568
22613,95.18593
22614,96.06838
22615,92.59542
22616,85.80616
22617,74.904755
22618,69.72527
22619,60.66544
22620,62.304916
22621,58.062103
22622,54.133144
22623,51.50235
22624,51.96029
22625,59.121513
22626,67.4263
22627,69.56648
22628,69.9134
22629,78.18548
22630,83.55636
22631,84.793434
22632,86.877365
22633,86.858864
22634,87.37474
22635,88.7151
22636,86.84498
22637,87.113945
22638,86.84958
22639,86.333206
22640,86.10584
22641,82.29683
22642,73.685715
22643,67.84163
22644,61.625206
22645,83.7249
22646,69.39923
22647,68.45181
22648,68.19234
22649,83.36238
22650,91.86459
22651,100.0
22652,100.0
22653,100.0
22654,100.0
22655,100.0
22656,96.391495
22657,96.09747
22658,95.79977
22659,96.09024
22660,95.7951
22661,96.08731
22662,95.49743
22663,94.916374
22664,90.399124
22665,83.76923
22666,74.65667
22667,67.19444
22668,66.248886
22669,65.13991
22670,62.019268
22671,59.451794
22672,59.99633
22673,61.434486
22674,67.17694
22675,69.2656
22676,69.24643
22677,79.11357
22678,82.27869
22679,83.50527
22680,85.55142
22681,84.48912
22682,84.478325
22683,84.98763
22684,85.500824
22685,86.02768
22686,86.82176
22687,85.771324
22688,80.96654
22689,75.31362
22690,72.677826
22691,69.13729
22692,63.750492
22693,63.202267
22694,62.100697
22695,56.22848
22696,55.545372
22697,57.726025
22698,66.463394
22699,67.61364
22700,74.01561
22701,79.56226
22702,82.99657
22703,85.01378
22704,93.194466
22705,94.3355
22706,95.19839
22707,95.77635
22708,96.065445
22709,96.05955
22710,95.760635
22711,91.17363
22712,85.2669
22713,77.165634
22714,76.55162
22715,72.97274
22716,69.16607
22717,64.045334
22718,58.628983
22719,57.451748
22720,57.14422
22721,59.751892
22722,71.09593
22723,72.825806
22724,72.263824
22725,80.32978
22726,83.54504
22727,84.526764
22728,86.84498
22729,88.707016
22730,90.06077
22731,92.00694
22732,90.606895
22733,89.22692
22734,87.072914
22735,85.241165
22736,81.71017
22737,78.11284
22738,74.929214
22739,69.81023
22740,73.879456
22741,69.19478
22742,65.872086
22743,61.20107
22744,58.892746
22745,63.571835
22746,72.448586
22747,77.524345
22748,80.81358
22749,83.28218
22750,85.31311
22751,86.31397
22752,91.48424
22753,90.61368
22754,90.58313
22755,92.54657
22756,94.56865
22757,95.74483
22758,96.636734
22759,94.57269
22760,83.69617
22761,78.10552
22762,72.634094
22763,68.25651
22764,65.85916
22765,60.068012
22766,53.865246
22767,51.348843
22768,50.550785
22769,52.8268
22770,60.23236
22771,64.844734
22772,67.54496
22773,73.99354
22774,73.72812
22775,79.53437
22776,87.83487
22777,91.42226
22778,94.56865
22779,96.63926
22780,97.54026
22781,98.14526
22782,98.757774
22783,96.93371
22784,86.5246
22785,77.65261
22786,64.5047
22787,55.932285
22788,57.058186
22789,51.982487
22790,48.53177
22791,46.254917
22792,46.228218
22793,48.644897
22794,55.262333
22795,63.79811
22796,72.16635
22797,71.619415
22798,72.65011
22799,83.91164
22800,89.24619
22801,90.05359
22802,90.58992
22803,91.41603
22804,92.54657
22805,93.40478
22806,93.407166
22807,89.19597
22808,83.38529
22809,77.30005
22810,71.27327
22811,64.41954
22812,63.36629
22813,58.888584
22814,55.73067
22815,55.742863
22816,56.56692
22817,56.967365
22818,76.2359
22819,77.72353
22820,77.37562
22821,77.04825
22822,78.68333
22823,77.63779
22824,83.03736
22825,87.66719
22826,89.25386
22827,90.05718
22828,90.87838
22829,91.99823
22830,92.278595
22831,89.49655
22832,83.94506
22833,79.267975
22834,74.22844
22835,68.34463
22836,65.43589
22837,63.56107
22838,62.47032
22839,61.927635
22840,62.15218
22841,63.451576
22842,71.52283
22843,71.544785
22844,76.62077
22845,76.55162
22846,80.316536
22847,83.52803
22848,83.26492
22849,86.34758
22850,88.751205
22851,91.49349
22852,91.760994
22853,92.598114
22854,92.0302
22855,87.12757
22856,83.27069
22857,78.42696
22858,76.83402
22859,72.431046
22860,67.23703
22861,66.085655
22862,60.20233
22863,57.263557
22864,57.075085
22865,59.786392
22866,64.663635
22867,72.12017
22868,76.61311
22869,79.69886
22870,82.85235
22871,85.36415
22872,89.62721
22873,90.704506
22874,87.99343
22875,86.92799
22876,85.870514
22877,86.64256
22878,88.49436
22879,87.69331
22880,80.34968
22881,73.904655
22882,70.6957
22883,67.85145
22884,70.0916
22885,63.47314
22886,57.49992
22887,57.724583
22888,57.042404
22889,58.223946
22890,64.88454
22891,70.7875
22892,69.847855
22893,71.91559
22894,81.66407
22895,84.88809
22896,88.54323
22897,90.97657
22898,91.796715
22899,92.630394
22900,93.18949
22901,93.18703
22902,93.75594
22903,89.5715
22904,85.60175
22905,78.7259
22906,72.226234
22907,72.448586
22908,65.72097
22909,61.53547
22910,55.250305
22911,56.28392
22912,56.62035
22913,57.287395
22914,67.622925
22915,70.0542
22916,76.826385
22917,83.83069
22918,85.8853
22919,88.80703
22920,87.98493
22921,89.068054
22922,90.15662
22923,90.17066
22924,92.95688
22925,93.79923
22926,96.116196
22927,92.936356
22928,92.651794
22929,94.953674
22930,91.28442
22931,80.56646
22932,61.64684
22933,59.191082
22934,69.05678
22935,58.95096
22936,71.295555
22937,91.62434
22938,100.0
22939,100.0
22940,100.0
22941,100.0
22942,100.0
22943,100.0
22944,95.80444
22945,97.584145
22946,96.986
22947,96.98038
22948,96.977
22949,96.975876
22950,97.57147
22951,96.38749
22952,91.80263
22953,86.14948
22954,77.56881
22955,69.2807
22956,75.249985
22957,67.24704
22958,64.87421
22959,64.68474
22960,63.00749
22961,62.985676
22962,67.821846
22963,72.09359
22964,73.99041
22965,80.06228
22966,85.58669
22967,86.90041
22968,81.30698
22969,83.25342
22970,83.23035
22971,83.471146
22972,86.061935
22973,86.86811
22974,89.844154
22975,90.96032
22976,88.787125
22977,81.58925
22978,73.711044
22979,68.89391
22980,66.41248
22981,66.20773
22982,69.02941
22983,88.10304
22984,100.0
22985,86.26975
22986,87.037544
22987,89.638306
22988,95.82451
22989,100.0
22990,97.29082
22991,97.58592
22992,96.99496
22993,96.991585
22994,97.28882
22995,96.11042
22996,91.790794
22997,93.76512
22998,96.986
22999,96.69391
23000,92.390076
23001,82.59244
23002,75.04289
23003,69.70833
23004,59.075085
23005,57.7369
23006,55.90096
23007,55.017735
23008,49.621216
23009,52.434002
23010,55.932285
23011,65.59252
23012,70.22687
23013,71.22768
23014,78.355034
23015,84.78817
23016,90.6643
23017,91.49039
23018,92.32627
23019,92.04175
23020,89.81135
23021,87.37474
23022,87.64971
23023,88.20133
23024,83.02575
23025,77.46483
23026,69.57597
23027,64.65306
23028,62.349113
23029,53.77232
23030,49.776665
23031,48.623592
23032,48.40595
23033,51.239666
23034,56.39141
23035,70.6957
23036,69.50948
23037,64.49288
23038,75.57155
23039,83.49962
