,relative_humidity_2m
10900,97.61452
10901,98.79873
10902,99.096825
10903,95.29111
10904,88.93705
10905,78.97861
10906,68.01636
10907,60.77228
10908,59.232586
10909,55.723038
10910,53.914997
10911,60.002285
10912,56.199467
10913,62.08893
10914,76.56455
10915,73.67354
10916,68.416534
10917,74.81914
10918,79.40411
10919,83.53238
10920,85.00781
10921,87.58197
10922,89.42478
10923,90.49495
10924,91.85871
10925,93.53379
10926,94.96105
10927,93.54321
10928,84.99746
10929,75.51339
10930,65.05162
10931,57.759872
10932,54.61452
10933,51.318905
10934,49.187733
10935,50.01023
10936,50.08686
10937,53.943882
10938,64.11614
10939,65.15662
10940,69.03769
10941,79.45876
10942,84.33309
10943,87.13674
10944,87.92913
10945,89.237236
10946,91.6603
10947,93.60157
10948,95.5877
10949,96.164566
10950,95.30316
10951,92.77049
10952,87.13228
10953,76.4674
10954,66.43172
10955,59.275032
10956,66.88684
10957,60.389645
10958,56.283375
10959,54.311302
10960,52.417847
10961,55.735794
10962,66.21168
10963,72.5237
10964,81.91026
10965,84.61987
10966,86.36485
10967,88.444664
10968,85.064545
10969,87.92069
10970,90.30986
10971,92.20682
10972,93.86884
10973,95.86279
10974,97.3169
10975,95.86735
10976,86.09964
10977,75.60027
10978,64.564606
10979,58.195553
10980,51.640972
10981,46.9179
10982,42.42876
10983,42.506912
10984,43.401794
10985,48.159748
10986,56.812016
10987,57.725075
10988,75.59242
10989,80.46593
10990,81.657394
10991,84.60404
10992,85.60064
10993,87.386986
10994,90.57261
10995,92.76528
10996,94.73176
10997,94.45239
10998,92.496506
10999,91.13046
11000,85.35267
11001,76.05164
11002,70.29474
11003,68.19127
11004,65.94491
11005,64.68293
11006,61.835102
11007,57.43627
11008,61.231976
11009,85.03498
11010,88.37075
11011,80.52446
11012,80.46593
11013,84.11124
11014,88.473045
11015,91.41774
11016,91.13999
11017,93.058136
11018,95.02519
11019,96.1702
11020,96.750916
11021,95.02882
11022,94.17861
11023,92.7783
11024,84.844025
11025,74.93234
11026,66.05934
11027,62.244595
11028,61.658188
11029,57.947636
11030,53.62467
11031,52.72824
11032,53.34875
11033,68.30717
11034,77.85259
11035,80.93374
11036,85.605606
11037,86.874016
11038,88.16147
11039,89.480865
11040,96.46926
11041,97.63125
11042,97.92308
11043,98.51093
11044,97.92078
11045,96.75209
11046,97.62509
11047,95.887024
11048,94.18495
11049,91.42387
11050,84.64096
11051,76.78284
11052,72.965096
11053,69.81417
11054,69.62116
11055,65.66909
11056,65.44904
11057,67.82961
11058,73.8716
11059,79.47244
11060,84.06768
11061,87.386986
11062,91.39932
11063,94.74134
11064,94.75092
11065,95.60383
11066,97.33269
11067,97.91458
11068,98.208145
11069,98.50316
11070,98.80003
11071,96.45494
11072,85.372795
11073,75.923096
11074,64.886185
11075,56.12445
11076,59.547997
11077,61.439877
11078,60.745007
11079,56.846397
11080,55.868313
11081,59.504524
11082,67.10984
11083,80.19702
11084,83.80266
11085,85.565796
11086,88.43652
11087,90.8497
11088,90.606094
11089,92.78871
11090,95.02882
11091,96.46019
11092,97.03913
11093,98.5065
11094,98.5065
11095,95.02519
11096,86.38849
11097,75.19957
11098,63.675705
11099,56.888523
11100,54.452652
11101,51.1576
11102,47.98654
11103,49.106503
11104,49.093636
11105,52.543026
11106,73.851685
11107,73.28801
11108,73.16119
11109,68.93224
11110,80.420204
11111,97.065186
11112,79.74027
11113,83.61085
11114,86.11889
11115,88.17391
11116,90.02363
11117,91.64834
11118,93.879974
11119,91.67222
11120,82.12143
11121,71.09667
11122,64.44233
11123,57.72499
11124,62.433704
11125,60.218376
11126,57.94749
11127,56.45058
11128,58.22871
11129,91.752205
11130,90.66594
11131,92.012115
11132,92.00067
11133,93.92856
11134,95.900536
11135,96.18563
11136,89.543915
11137,91.96627
11138,92.51537
11139,93.068184
11140,91.41774
11141,90.86599
11142,90.582695
11143,89.50689
11144,84.084045
11145,77.21037
11146,72.207375
11147,69.94457
11148,67.50768
11149,64.35252
11150,60.44595
11151,60.149467
11152,89.635605
11153,92.56889
11154,95.62784
11155,95.04689
11156,94.18707
11157,95.59738
11158,97.03695
11159,98.50484
11160,98.501495
11161,98.797386
11162,99.09514
11163,98.79375
11164,98.792885
11165,97.60382
11166,97.60477
11167,95.85213
11168,91.343704
11169,86.8052
11170,77.77474
11171,68.50371
11172,54.548885
11173,48.575016
11174,45.435177
11175,46.79924
11176,50.56528
11177,49.804375
11178,79.09376
11179,65.490295
11180,71.37655
11181,73.20487
11182,79.11463
11183,83.25081
11184,81.47087
11185,82.18359
11186,83.66899
11187,85.94913
11188,88.31361
11189,89.65674
11190,90.74774
11191,89.40975
11192,83.267944
11193,73.589584
11194,62.85256
11195,54.262142
11196,51.081448
11197,49.179146
11198,48.918266
11199,49.34244
11200,54.53835
11201,61.92295
11202,71.21348
11203,75.53711
11204,87.19041
11205,85.655174
11206,89.30905
11207,91.17464
11208,83.06168
11209,88.96049
11210,91.38701
11211,90.82354
11212,90.5356
11213,92.17027
11214,93.28061
11215,89.99168
11216,80.63795
11217,71.49302
11218,63.065823
11219,57.03819
11220,53.890354
11221,51.533985
11222,50.087753
11223,49.51895
11224,49.506115
11225,53.050014
11226,59.718033
11227,64.54362
11228,71.98949
11229,79.62832
11230,82.45897
11231,85.146576
11232,85.15168
11233,88.48517
11234,89.54021
11235,90.06601
11236,90.59943
11237,89.52914
11238,90.062485
11239,88.21122
11240,82.405594
11241,73.03353
11242,64.79239
11243,61.395515
11244,58.82169
11245,57.574905
11246,56.94122
11247,56.29198
11248,72.624596
11249,78.07867
11250,83.256
11251,83.19918
11252,86.18596
11253,88.779175
11254,89.57704
11255,92.81718
11256,87.68583
11257,90.3202
11258,91.12096
11259,91.11461
11260,93.319435
11261,95.58931
11262,97.326805
11263,93.61083
11264,84.59879
11265,72.32131
11266,69.56477
11267,66.75652
11268,54.157303
11269,47.728943
11270,44.62638
11271,44.76433
11272,46.27768
11273,50.22817
11274,58.15087
11275,65.13581
11276,66.605316
11277,72.41921
11278,76.91723
11279,80.64445
11280,81.85525
11281,82.8105
11282,86.33641
11283,89.22201
11284,91.93161
11285,95.01974
11286,95.87648
11287,91.666245
11288,82.8629
11289,73.929825
11290,66.43221
11291,57.795406
11292,60.561455
11293,55.771187
11294,53.14928
11295,52.398956
11296,52.545616
11297,56.29198
11298,70.56034
11299,77.79466
11300,72.593025
11301,69.37228
11302,73.82158
11303,79.96151
11304,82.61306
11305,86.10446
11306,89.237236
11307,92.49382
11308,93.60622
11309,95.01611
11310,95.874916
11311,93.053154
11312,83.879944
11313,72.42582
11314,63.38676
11315,59.393124
11316,62.87832
11317,59.61862
11318,58.959988
11319,59.29394
11320,91.22785
11321,95.362724
11322,95.651665
11323,95.359344
11324,95.92294
11325,96.77586
11326,97.35034
11327,96.764
11328,84.31695
11329,88.15313
11330,90.28225
11331,92.19842
11332,93.02801
11333,95.29111
11334,96.151855
11335,97.03147
11336,94.454414
11337,95.908035
11338,82.66599
11339,72.83016
11340,66.706215
11341,61.13921
11342,57.33691
11343,56.464428
11344,59.43124
11345,65.92658
11346,76.947334
11347,80.15732
11348,81.31723
11349,90.03778
11350,89.75551
11351,92.209625
11352,84.713
11353,87.56887
11354,91.07006
11355,94.7067
11356,97.01716
11357,97.01052
11358,97.895096
11359,96.737724
11360,88.19879
11361,78.60009
11362,70.119194
11363,60.403664
11364,56.23909
11365,52.455425
11366,50.25345
11367,49.9469
11368,50.705875
11369,58.160492
11370,70.17463
11371,75.25536
11372,79.089584
11373,78.82362
11374,80.46593
11375,91.16204
11376,95.30998
11377,95.316864
11378,96.75209
11379,98.50594
11380,98.50594
11381,99.40046
11382,98.80497
11383,97.92078
11384,94.75092
11385,88.7476
11386,75.63181
11387,66.321175
11388,56.20301
11389,52.70063
11390,51.2046
11391,50.074017
11392,52.106747
11393,58.578224
11394,68.281395
11395,72.49761
11396,75.71971
11397,77.95344
11398,80.53384
11399,85.78581
11400,87.86548
11401,90.81371
11402,92.741745
11403,95.28417
11404,97.61098
11405,98.79873
11406,99.09785
11407,96.164566
11408,87.68583
11409,75.215546
11410,65.17622
11411,57.71322
11412,57.643734
11413,53.236343
11414,52.190178
11415,50.560257
11416,50.72904
11417,56.632027
11418,64.564606
11419,68.57125
11420,73.81321
11421,77.61223
11422,81.13416
11423,83.566086
11424,82.31608
11425,84.80227
11426,88.1573
11427,91.108315
11428,93.04312
11429,93.05061
11430,93.32911
11431,91.4024
11432,84.59879
11433,74.49592
11434,66.856804
11435,59.052704
11436,56.163464
11437,53.726383
11438,52.975403
11439,52.05215
11440,51.760563
11441,62.379128
11442,73.74875
11443,78.87248
11444,80.51148
11445,82.41153
11446,92.2264
11447,96.46795
11448,83.124916
11449,85.878944
11450,88.21531
11451,90.34421
11452,93.07319
11453,95.03427
11454,94.46049
11455,91.136795
11456,84.132935
11457,74.37725
11458,68.06353
11459,63.01841
11460,66.72311
11461,63.578876
11462,67.86873
11463,73.20356
11464,85.729095
11465,93.63621
11466,95.32708
11467,97.34451
11468,97.927666
11469,97.04895
11470,97.04895
11471,97.92541
11472,97.92845
11473,98.218094
11474,99.100204
11475,98.80228
11476,96.46146
11477,95.882484
11478,97.62247
11479,95.885506
11480,88.49727
11481,79.35556
11482,75.132706
11483,71.99229
11484,61.691376
11485,57.318485
11486,54.75332
11487,53.83736
11488,55.229992
11489,67.77222
11490,70.98112
11491,78.80965
11492,83.41545
11493,86.928696
11494,87.69444
11495,90.34081
11496,93.07564
11497,95.610245
11498,97.33861
11499,94.75472
11500,95.60221
11501,94.74902
11502,93.90212
11503,91.14628
11504,83.868904
11505,77.02235
11506,75.50619
11507,76.20615
11508,63.94348
11509,62.35383
11510,62.499065
11511,59.832016
11512,58.242203
11513,60.150486
11514,69.31307
11515,76.75257
11516,79.266556
11517,83.358955
11518,84.34915
11519,87.68583
11520,91.69903
11521,100.0
11522,100.0
11523,96.74492
11524,98.20681
11525,98.2048
11526,98.797386
11527,97.03038
11528,91.38083
11529,83.62759
11530,74.369064
11531,66.3515
11532,66.25025
11533,60.369766
11534,53.98089
11535,55.360573
11536,57.619064
11537,65.17622
11538,73.1102
11539,74.27053
11540,87.703064
11541,95.05952
11542,86.63524
11543,89.237236
11544,88.70398
11545,91.39008
11546,93.319435
11547,95.01063
11548,96.1561
11549,96.73407
11550,97.60921
11551,93.58529
11552,85.085144
11553,74.50407
11554,64.400276
11555,56.715557
11556,55.784027
11557,53.33637
11558,53.161934
11559,52.420723
11560,54.47716
11561,56.900383
11562,71.81215
11563,81.88372
11564,72.82156
11565,68.712906
11566,78.80965
11567,84.8908
11568,82.85129
11569,86.61665
11570,87.90373
11571,90.29262
11572,92.209625
11573,91.94318
11574,90.32365
11575,88.46896
11576,81.669716
11577,73.6819
11578,73.1102
11579,70.45998
11580,70.22993
11581,68.24929
11582,66.184105
11583,62.596813
11584,86.87351
11585,92.309494
11586,92.84805
11587,93.94392
11588,95.345825
11589,96.48733
11590,97.63998
11591,98.22209
11592,97.33761
11593,98.50927
11594,98.80361
11595,99.100204
11596,98.50484
11597,97.32382
11598,95.87192
11599,95.01795
11600,87.39579
11601,78.57183
11602,73.50162
11603,71.48219
11604,67.17933
11605,62.753418
11606,59.561615
11607,58.666748
11608,59.358803
11609,70.3126
11610,76.51148
11611,74.33628
11612,81.18474
11613,85.11079
11614,87.933365
11615,92.52077
11616,92.23201
11617,93.904366
11618,95.89156
11619,95.89003
11620,94.18075
11621,95.308304
11622,96.165985
11623,92.77049
11624,85.33749
11625,76.520905
11626,69.065704
11627,61.80174
11628,55.761112
11629,50.138172
11630,45.94353
11631,43.79305
11632,47.34124
11633,52.92531
11634,61.55848
11635,64.58275
11636,68.68406
11637,73.77138
11638,79.69978
11639,84.8336
11640,87.15469
11641,90.05895
11642,93.06315
11643,95.31343
11644,96.46146
11645,96.462776
11646,93.06315
11647,90.05895
11648,81.17843
11649,76.10585
11650,70.359146
11651,70.40503
11652,72.77388
11653,65.82814
11654,61.933487
11655,59.97957
11656,60.16077
11657,66.4423
11658,74.450775
11659,76.57423
11660,79.773895
11661,82.64248
11662,86.1333
11663,89.25621
11664,87.400185
11665,90.0519
11666,92.78351
11667,94.74518
11668,94.74902
11669,93.62238
11670,93.06315
11671,91.40853
11672,84.85443
11673,73.87994
11674,64.02086
11675,57.526043
11676,53.250744
11677,49.43861
11678,47.273
11679,48.639603
11680,50.202236
11681,62.61245
11682,80.77342
11683,91.19034
11684,86.709236
11685,82.39964
11686,84.09491
11687,87.67292
11688,90.636086
11689,92.25703
11690,93.07319
11691,93.62238
11692,94.462456
11693,94.74706
11694,92.50999
11695,90.05895
11696,85.6205
11697,75.63965
11698,69.13214
11699,64.56815
11700,60.688934
11701,57.424526
11702,56.94122
11703,55.518623
11704,62.753418
11705,67.19916
11706,75.9309
11707,91.46355
11708,94.216484
11709,94.48658
11710,93.62468
11711,94.18075
11712,93.04059
11713,95.30998
11714,100.0
11715,96.743744
11716,97.61892
11717,97.322815
11718,100.0
11719,97.62247
11720,91.95473
11721,82.86875
11722,74.52039
11723,65.8895
11724,70.7996
11725,62.85256
11726,57.700974
11727,55.542187
11728,56.871685
11729,59.79737
11730,66.99025
11731,72.04059
11732,75.22808
11733,92.20122
11734,94.43015
11735,95.86433
11736,83.69698
11737,87.82277
11738,90.50512
11739,92.158966
11740,94.41179
11741,95.566605
11742,95.85975
11743,93.03055
11744,86.34593
11745,79.29401
11746,75.923096
11747,66.482216
11748,67.55689
11749,62.737507
11750,63.611588
11751,77.72923
11752,73.50162
11753,75.62392
11754,82.35793
11755,87.66429
11756,91.13366
11757,95.03427
11758,97.62773
11759,97.9177
11760,96.1561
11761,95.2928
11762,97.027084
11763,97.61365
11764,97.02928
11765,95.01063
11766,93.59692
11767,91.108315
11768,83.566086
11769,78.53646
11770,73.03353
11771,67.34308
11772,63.42957
11773,61.180336
11774,61.1581
11775,63.53618
11776,62.895912
11777,63.784042
11778,68.18437
11779,74.43858
11780,81.58928
11781,84.817955
11782,87.65568
11783,90.30645
11784,89.21821
11785,88.42434
11786,88.94486
11787,88.94486
11788,88.940994
11789,88.93705
11790,88.6561
11791,88.12396
11792,85.02333
11793,75.71971
11794,69.34391
11795,70.23015
11796,66.228745
11797,60.361607
11798,57.372444
11799,60.463566
11800,64.0673
11801,68.51334
11802,74.19627
11803,81.08339
11804,84.27927
11805,87.082794
11806,88.92144
11807,91.34681
11808,93.83084
11809,95.25992
11810,97.59851
11811,97.004974
11812,98.78421
11813,98.486855
11814,98.78648
11815,94.964745
11816,85.736404
11817,74.9747
11818,65.052376
11819,59.159668
11820,56.049877
11821,54.188408
11822,53.646637
11823,53.076096
11824,59.454273
11825,63.893303
11826,80.550415
11827,75.98161
11828,76.32133
11829,81.49587
11830,80.2358
11831,82.899185
11832,83.691345
11833,88.89788
11834,92.18435
11835,94.43015
11836,95.57313
11837,94.1468
11838,93.01793
11839,90.5356
11840,82.512505
11841,72.6403
11842,64.81187
11843,66.381134
11844,59.44477
11845,56.531124
11846,55.288937
11847,55.966053
11848,83.31253
11849,89.27514
11850,92.51804
11851,91.94894
11852,94.73944
11853,95.594154
11854,95.01428
11855,96.161766
11856,91.6273
11857,92.18155
11858,92.73911
11859,93.01283
11860,93.56666
11861,94.98318
11862,93.559654
11863,89.97385
11864,82.974915
11865,74.33172
11866,68.84603
11867,60.87387
11868,61.225807
11869,58.51999
11870,55.944046
11871,55.445
11872,59.171227
11873,64.98908
11874,70.98807
11875,77.553406
11876,84.55645
11877,87.895226
11878,91.108315
11879,92.75223
11880,94.4342
11881,96.150444
11882,96.43925
11883,93.29519
11884,93.29035
11885,94.13399
11886,93.56666
11887,90.80058
11888,82.746056
11889,76.15855
11890,67.28992
11891,62.24771
11892,57.042404
11893,54.077335
11894,51.242744
11895,50.009743
11896,50.396843
11897,52.10313
11898,60.062817
11899,70.10039
11900,74.15489
11901,80.60551
11902,85.3071
11903,88.68806
11904,90.55579
11905,92.75484
11906,93.59229
11907,93.58995
11908,93.58763
11909,93.58301
11910,93.58065
11911,91.08917
11912,84.27385
11913,75.50545
11914,66.31012
11915,61.469513
11916,62.29541
11917,57.46548
11918,55.994846
11919,53.60582
11920,52.390152
11921,54.243683
11922,61.41378
11923,73.98759
11924,78.97169
11925,82.8105
11926,86.05618
11927,88.92144
11928,91.92292
11929,92.746994
11930,94.14465
11931,95.280716
11932,96.435295
11933,95.85517
11934,95.279
11935,91.9084
11936,81.0643
11937,72.00531
11938,67.51548
11939,65.03079
11940,61.11682
11941,56.88359
11942,55.336323
11943,55.203922
11944,56.00429
11945,58.659565
11946,67.956635
11947,71.88364
11948,76.00499
11949,77.16564
11950,78.704315
11951,80.83119
11952,78.6337
11953,81.9634
11954,84.94553
11955,86.99661
11956,88.297066
11957,89.360695
11958,90.16718
11959,86.717285
11960,79.321686
11961,71.630066
11962,63.816013
11963,56.72747
11964,52.788254
11965,50.420082
11966,48.497875
11967,48.10723
11968,49.493237
11969,58.381855
11970,72.355446
11971,71.56438
11972,74.07891
11973,75.813896
11974,79.013374
11975,81.62026
11976,77.80399
11977,87.14571
11978,91.13046
11979,92.76528
11980,93.02801
11981,93.58065
11982,93.859955
11983,90.55246
11984,80.63148
11985,70.87243
11986,61.99006
11987,58.291298
11988,58.70598
11989,54.66789
11990,52.248802
11991,51.703735
11992,56.220287
11993,58.74071
11994,67.76137
11995,79.64851
11996,84.224724
11997,83.66657
11998,85.146576
11999,88.22772
12000,84.63041
12001,87.93757
12002,90.3202
12003,92.5019
12004,93.61313
12005,93.058136
12006,91.13366
12007,88.98768
12008,83.11917
12009,73.237656
12010,68.16222
12011,61.54864
12012,57.14104
12013,56.175446
12014,51.31403
12015,61.35113
12016,73.27115
12017,78.51193
12018,84.4452
12019,85.92278
12020,87.975494
12021,90.07656
12022,91.96627
12023,94.18707
12024,89.77005
12025,92.21523
12026,92.21523
12027,93.04312
12028,94.165924
12029,94.45041
12030,95.874916
12031,93.3267
12032,90.33393
12033,89.79897
12034,84.1978
12035,76.29815
12036,57.807175
12037,55.946545
12038,62.05795
12039,69.008606
12040,70.02649
12041,69.43836
12042,74.59374
12043,79.25969
12044,77.79666
12045,78.90884
12046,81.750755
12047,84.20888
12048,87.02847
12049,91.35301
12050,93.86884
12051,93.87557
12052,93.59692
12053,92.48567
12054,91.383934
12055,90.56927
12056,85.0697
12057,76.70713
12058,68.648224
12059,64.937195
12060,63.418873
12061,59.202263
12062,58.052814
12063,57.737564
12064,58.416687
12065,66.25213
12066,85.980934
12067,94.51648
12068,95.64216
12069,96.205124
12070,96.77232
12071,97.92845
12072,90.31334
12073,91.13046
12074,90.048386
12075,90.03778
12076,89.76279
12077,90.296104
12078,89.75551
12079,87.907974
12080,86.114075
12081,79.56074
12082,74.43446
12083,70.45998
12084,61.254227
12085,58.87939
12086,57.239326
12087,74.81995
12088,69.32253
12089,77.59076
12090,79.37604
12091,79.96151
12092,91.158905
12093,94.1976
12094,95.89456
12095,96.75209
12096,97.62333
12097,96.16881
12098,96.45494
12099,97.61892
12100,97.61892
12101,95.29972
12102,98.20418
12103,94.73368
12104,86.621284
12105,79.72681
12106,73.43419
12107,69.95385
12108,68.23294
12109,63.51481
12110,63.964684
12111,62.791744
12112,62.895912
12113,65.43871
12114,69.97068
12115,74.6161
12116,79.88791
12117,84.300804
12118,87.891
12119,90.5491
12120,93.302505
12121,95.28594
12122,97.02379
12123,97.904495
12124,97.608284
12125,97.01716
12126,96.14052
12127,91.07006
12128,81.27941
12129,73.72108
12130,68.31446
12131,62.6505
12132,62.617825
12133,58.337997
12134,55.529854
12135,54.8799
12136,54.212944
12137,58.624718
12138,63.02261
12139,68.46499
12140,72.605576
12141,74.99892
12142,77.25851
12143,78.6337
12144,78.14085
12145,83.22796
12146,87.32507
12147,89.98811
12148,92.175934
12149,93.29035
12150,91.89087
12151,89.72277
12152,81.55821
12153,72.286385
12154,72.990776
12155,65.28114
12156,70.39768
12157,67.05011
12158,66.37098
12159,69.18056
12160,67.81005
12161,69.19954
12162,72.268875
12163,75.007034
12164,79.83415
12165,85.01296
12166,89.19147
12167,92.18435
12168,90.515305
12169,92.72073
12170,94.98318
12171,96.720795
12172,97.899025
12173,98.19546
12174,97.60382
12175,93.27572
12176,86.52313
12177,76.84173
12178,67.14461
12179,59.93453
12180,56.764194
12181,57.149567
12182,53.426525
12183,52.975254
12184,52.750725
12185,53.948547
12186,59.067085
12187,64.86358
12188,76.86441
12189,80.86333
12190,86.33641
12191,88.676094
12192,89.76279
12193,89.75191
12194,92.7496
12195,95.86586
12196,97.31886
12197,98.201454
12198,98.79601
12199,93.87112
12200,83.313576
12201,72.07582
12202,61.912926
12203,55.336323
12204,53.325333
12205,53.865696
12206,55.276806
12207,54.66789
12208,55.301064
12209,58.53918
12210,75.88947
12211,72.97365
12212,72.2776
12213,69.88669
12214,73.48833
12215,80.87617
12216,86.63524
12217,89.52172
12218,92.5073
12219,94.176506
12220,95.87948
12221,96.74249
12222,98.20751
12223,94.17016
12224,84.09491
12225,73.43419
12226,64.59609
12227,60.20876
12228,59.513645
12229,55.49381
12230,54.88333
12231,55.20577
12232,63.999622
12233,86.29041
12234,92.35602
12235,87.51818
12236,87.74161
12237,89.83497
12238,90.622765
12239,93.068184
12240,88.18637
12241,91.12733
12242,92.50457
12243,93.61313
12244,91.95185
12245,91.95185
12246,94.45645
12247,91.95761
12248,81.891945
12249,73.21217
12250,62.939205
12251,57.74847
12252,54.818832
12253,54.557804
12254,53.174965
12255,51.6849
12256,51.88095
12257,54.286743
12258,71.38352
12259,76.939804
12260,89.05333
12261,91.72863
12262,93.924164
12263,95.043304
12264,86.901405
12265,89.26377
12266,91.41774
12267,91.41468
12268,90.58937
12269,91.12733
12270,90.582695
12271,88.71193
12272,82.36389
12273,71.919
12274,65.13476
12275,58.195553
12276,57.795155
12277,53.513325
12278,53.012646
12279,51.420277
12280,54.72473
12281,64.33705
12282,66.360855
12283,69.527115
12284,75.31596
12285,77.5902
12286,81.36749
12287,86.6445
12288,86.9196
12289,89.8062
12290,92.24034
12291,93.34115
12292,94.176506
12293,92.7783
12294,91.666245
12295,89.77005
12296,81.14049
12297,71.069565
12298,62.156933
12299,61.12052
12300,58.384563
12301,55.856262
12302,53.711075
12303,50.960316
12304,53.399788
12305,76.35129
12306,87.5008
12307,89.30531
12308,90.90814
12309,91.16204
12310,93.35077
12311,96.178635
12312,96.19121
12313,97.34545
12314,97.927666
12315,97.632996
12316,97.339615
12317,97.045685
12318,97.62773
12319,95.03427
12320,86.91052
12321,77.648895
12322,70.31316
12323,63.94348
12324,60.917873
12325,56.8167
12326,52.71578
12327,49.704258
12328,63.07664
12329,72.086044
12330,73.76545
12331,74.77049
12332,78.60711
12333,84.64096
12334,88.21946
12335,91.13999
12336,93.63158
12337,95.60864
12338,94.18918
12339,93.90212
12340,94.74134
12341,96.45755
12342,95.02338
12343,91.67522
12344,83.09046
12345,72.084625
12346,62.14596
12347,57.72499
12348,54.042454
12349,52.470703
12350,50.62533
12351,57.3629
12352,68.41653
12353,64.80284
12354,69.68677
12355,74.72188
12356,80.70263
12357,85.40303
12358,88.77524
12359,90.10113
12360,86.14289
12361,88.74365
12362,90.60946
12363,92.24034
12364,94.74902
12365,96.17583
12366,95.88854
12367,91.41774
12368,82.63664
12369,73.263115
12370,68.368355
12371,64.927765
12372,90.18465
12373,72.78248
12374,79.23397
12375,80.348045
12376,82.74199
12377,90.35449
12378,93.904366
12379,100.0
12380,100.0
12381,97.02928
12382,97.02928
12383,97.02818
12384,98.21747
12385,98.80719
12386,92.47755
12387,100.0
12388,100.0
12389,100.0
12390,100.0
12391,100.0
12392,100.0
12393,93.053154
12394,85.6205
12395,79.266556
12396,72.83877
12397,65.1555
12398,89.849335
12399,86.233574
12400,80.81189
12401,71.2585
12402,76.92474
12403,84.06224
12404,87.09631
12405,89.47344
12406,92.19561
12407,94.72407
12408,94.43015
12409,94.71826
12410,96.73407
12411,97.90608
12412,98.20012
12413,98.49475
12414,99.09345
12415,94.41791
12416,85.261345
12417,74.83534
12418,64.8328
12419,59.72875
12420,57.57104
12421,53.088623
12422,50.215347
12423,49.28712
12424,51.187244
12425,59.43584
12426,69.23743
12427,73.72108
12428,80.63148
12429,84.60936
12430,88.7278
12431,90.8497
12432,87.400185
12433,89.7809
12434,91.95185
12435,93.89548
12436,94.74134
12437,94.74134
12438,94.17227
12439,91.39932
12440,85.10054
12441,74.713776
12442,68.9044
12443,64.93815
12444,61.90096
12445,59.49307
12446,58.74071
12447,58.40785
12448,57.457287
12449,62.514416
12450,86.72304
12451,93.36994
12452,95.89754
12453,96.76043
12454,97.3347
12455,97.916916
12456,93.34354
12457,93.33149
12458,92.76789
12459,92.20682
12460,91.64834
12461,90.271904
12462,89.46969
12463,87.62542
12464,79.66598
12465,71.430405
12466,66.80672
12467,61.14286
12468,60.44884
12469,57.180286
12470,56.8701
12471,62.982418
12472,68.19127
12473,66.422134
12474,88.0965
12475,88.01325
12476,91.73453
12477,92.82493
12478,94.771866
12479,96.19121
12480,91.429985
12481,91.42694
12482,91.14946
12483,89.24482
12484,92.7783
12485,93.884415
12486,94.7356
12487,95.592545
12488,93.058136
12489,80.92099
12490,73.69027
12491,70.41421
12492,90.66594
12493,79.17914
12494,75.561295
12495,74.2601
12496,78.69147
12497,87.72451
12498,93.35316
12499,97.62509
12500,97.3337
12501,95.594154
12502,97.31988
12503,97.61008
12504,92.47487
12505,90.50512
12506,92.158966
12507,97.61628
12508,97.909966
12509,98.20347
12510,97.90218
12511,97.326805
12512,90.846436
12513,83.58848
12514,73.195175
12515,66.68424
12516,66.94674
12517,63.45095
12518,58.23056
12519,80.2062
12520,92.05758
12521,94.813385
12522,87.69017
12523,94.17227
12524,95.592545
12525,96.45626
12526,97.03695
12527,97.91458
12528,96.4445
12529,97.32186
12530,98.50372
12531,98.80003
12532,98.79963
12533,98.79873
12534,97.61365
12535,96.7401
12536,90.02363
12537,78.98559
12538,71.865974
12539,68.39197
12540,64.3221
12541,60.463566
12542,58.792248
12543,58.99499
12544,73.94645
12545,94.83587
12546,99.99999
12547,94.74326
12548,96.16736
12549,96.45887
12550,97.62509
12551,98.21217
12552,97.61365
12553,98.20282
12554,98.49869
12555,96.435295
12556,95.849075
12557,95.560074
12558,95.849075
12559,95.279
12560,89.19526
12561,75.02313
12562,71.16835
12563,63.93592
12564,91.48781
12565,75.49831
12566,80.22339
12567,78.40582
12568,77.21777
12569,75.38755
12570,80.43982
12571,86.869484
12572,89.214355
12573,92.19842
12574,95.579605
12575,97.02488
12576,96.72928
12577,97.90218
12578,98.795135
12579,98.79375
12580,99.69611
12581,100.0
12582,99.39481
12583,97.018265
12584,88.11141
12585,76.81902
12586,68.72251
12587,65.45936
12588,58.867645
12589,55.821514
12590,53.948547
12591,83.05325
12592,80.60861
12593,75.443016
12594,77.65622
12595,82.57771
12596,85.054245
12597,87.11429
12598,90.29262
12599,92.19561
12600,93.89548
12601,96.45887
12602,98.21014
12603,99.09987
12604,97.91305
12605,96.451035
12606,94.442276
12607,92.48298
12608,87.11429
12609,78.306114
12610,74.746185
12611,68.498146
12612,62.939205
12613,64.24724
12614,60.12781
12615,70.17463
12616,76.12132
12617,87.426544
12618,91.97774
12619,93.90212
12620,95.887024
12621,95.87648
12622,100.0
12623,100.0
12624,100.0
12625,100.0
12626,100.0
12627,100.0
12628,100.0
12629,100.0
12630,100.0
12631,100.0
12632,97.62069
12633,87.13674
12634,85.41306
12635,83.21623
12636,74.98869
12637,68.04559
12638,73.40036
12639,82.36389
12640,77.83311
12641,76.01279
12642,81.57688
12643,94.168045
12644,95.29972
12645,95.579605
12646,95.86131
12647,100.0
12648,100.0
12649,98.20012
12650,98.201454
12651,98.797386
